description,HS6
microscopes compound optical parts and accessories including those for photomicrography cinephotomicrography or microprojection,901190.0
microscopes excluding optical microscopes diffraction apparatus,
microscopes excluding optical microscopes diffraction apparatus,901210.0
microscopes excluding optical microscopes diffraction apparatus parts and accessories,901290.0
optical appliances and instruments telescopic sights for fitting to arms periscopes telescopes designed to form parts of machines appliances instruments or apparatus of this chapter,
optical appliances and instruments telescopic sights for fitting to arms periscopes telescopes designed to form parts of machines appliances instruments or apparatus of this chapter,901310.0
lasers other than laser diodes,901320.0
optical devices appliances and instruments nec in heading no 9013,901380.0
optical appliances and instruments parts and accessories for articles of heading no 9013,901390.0
navigational instruments and appliances direction finding compasses,
navigational instruments and appliances direction finding compasses,901410.0
navigational instruments and appliances for aeronautical or space navigation excluding compasses,901420.0
navigational instruments and appliances for navigation other than aeronautical or space navigation excluding direction finding compasses,901480.0
navigational instruments and appliances parts and accessories,901490.0
rangefinders,
rangefinders,901510.0
surveying equipment theodolites and tachymeters tacheometers,901520.0
surveying equipment levels,901530.0
surveying equipment photogrammetrical surveying instruments and appliances,901540.0
surveying equipment articles nec in heading no 9015 including hydrographic oceanographic hydrological meteorological or geophysical instruments and appliances excluding compasses,901580.0
surveying equipment parts and accessories for articles of heading no 9015,901590.0
balances of a sensitivity of 5cg or better with or without weights,
balances of a sensitivity of 5cg or better with or without weights,901600.0
drafting tables and machines whether or not automatic,
drafting tables and machines whether or not automatic,901710.0
drawing markingout or mathematical calculating instruments,901720.0
mathematical equipment micrometers callipers and gauges,901730.0
mathematical instruments and equipment nec in heading no 9017,901780.0
drawing markingout equipment and mathematical instruments parts and accessories,901790.0
medical surgical instruments and appliances electrocardiographs,
medical surgical instruments and appliances electrocardiographs,901811.0
medical surgical instruments and appliances ultrasonic scanning apparatus,901812.0
medical surgical instruments and appliances magnetic resonance imaging apparatus,901813.0
medical surgical instruments and appliances scintigraphic apparatus,901814.0
medical surgical instruments and appliances electrodiagnostic apparatus including apparatus for functional exploratory examination or for checking physiological parameters nec in item no 90181,901819.0
medical surgical instruments and appliances ultraviolet or infrared ray apparatus,901820.0
medical surgical instruments and appliances syringes with or without needles,901831.0
medical surgical instruments and appliances tubular metal needles and needles for sutures,901832.0
medical surgical instruments and appliances catheters cannulae and the like,901839.0
dental instruments and appliances dental drill engines whether or not combined on a single base with other dental equipment,901841.0
dental instruments and appliances other than dental drill engines,901849.0
ophthalmic instruments and appliances,901850.0
medical surgical or dental instruments and appliances nec in heading no 9018,901890.0
mechanotherapy appliances massage apparatus and psychological aptitudetesting apparatus,
mechanotherapy appliances massage apparatus and psychological aptitudetesting apparatus,901910.0
therapeutic respiration apparatus ozone oxygen aerosol therapy apparatus artificial respiration or other therapeutic respiration apparatus,901920.0
breathing appliances and gas masks excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no 901920,
breathing appliances and gas masks excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no 901920,902000.0
orthopaedic or fracture appliances,
orthopaedic or fracture appliances,902110.0
dental fittings artificial teeth,902121.0
dental fittings other than artificial teeth,902129.0
artificial parts of the body,902131.0
artificial parts of the body excluding artificial joints,902139.0
hearing aids excluding parts and accessories,902140.0
